Identifiant parcelle,Identifiant unité de gestion,Identifiant peuplement élémentaire,identifiant foret,"Code
 plle",Code UEP,surface retenue ,Date de description ,HET (% du couvert boisé),CHS (% du couvert boisé),CHP (% du couvert boisé),FRE (% du couvert boisé),CHT (% du couvert boisé),MER (% du couvert boisé),ERS (% du couvert boisé),ALT (% du couvert boisé),PEU (% du couvert boisé),CHR (% du couvert boisé),CHA (% du couvert boisé),BOU (% du couvert boisé),AUL (% du couvert boisé),TRE (% du couvert boisé),SAU (% du couvert boisé),TIL (% du couvert boisé),ERC (% du couvert boisé),A.F (% du couvert boisé),A.F : préciser essence,DOU (% du couvert boisé),P.S (% du couvert boisé),P.L (% du couvert boisé),EPC (% du couvert boisé),EPS (% du couvert boisé),S.P (% du couvert boisé),MEL (% du couvert boisé),A.R (% du couvert boisé),A.R : préciser essence,Total du couvert décrit en essences,Essence dominante 1,Essence dominante 2,Essence dominante 3,Essence déterminant la sylviculture,"Taux de vides non cartographiés
(%)",Structure et occupation du sol,"Type d'espace non boisé
 ou  hors sylviculture",Classe de catégorie de diamètre dominant,Type de peuplement,surf terrière moy,Classe de surface terrière,Année d'installation ,Âge réel en 2010,Classe d'âge en 2010,Présence des semis,Code dépérissement,Essence dépérissante,Durée de survie sanitaire du peuplmt,Risque mitaille,Dernier passage en coupe (EA),Type du dernier passage en coupe ,Proposition de Classement,Site écologique,Proposition d'ilôts de sénescence,Site d'acc public,Proposition même UG,Proposition de rotation ,Proposition de prochain passage,Observation UT,Classement,Groupe Aménagement,mode régé,ess obj,ess obj SIG,DRA,rotation retenue,1er passage,type de coupe,code UG
RETZ_00534,RETZ_00534_u,RETZ_00534_02,RETZ,534,2,"4,33",05/2011,60,,5,,,,,,,,35,,,,,,,,,,,,,,,,,,100,HET,,,HET,,F,,G-,FHETG-,"22,5",4,,70,70-99,,1,,,,2012,A4,AME,,,,,10,2022,,REG,REGE,N,HET,HET,5,,2020,A4,u
RETZ_00535,RETZ_00535_a,RETZ_00535_01,RETZ,535,1,"8,09",05/2011,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,100,P.L,,,P.L,,F,,M,FP.LM,"21,0",4-,,40,35-49,,1,,,,2008,A2,AME,,,,,8,2016,,AME,AME2,,P.L,P.L,,8,2016,A3,a
RETZ_00535,RETZ_00535_b,RETZ_00535_02,RETZ,535,2,"2,03",05/2011,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,100,CHS,,,CHS,,F,,P,FCHSP,"22,5",4,,40,35-49,,1,,,,/,,AME,,,,,,,à coupler avec 533b,AME,AME1,,CHS,CHS,,5/6,2013,A1,b
RETZ_00536,RETZ_00536_u,RETZ_00536_01,RETZ,536,1,"25,38",01/2011,91,2,3,,,,,,,,3,1,,,,,,,,,,,,,,,,,100,HET,,,HET,,F,,G,FHETG,"22,5",4,,,70-99,HET,2,HET,30,1,2011,RS,REGQ,1,,,,,2015,,REG,REGQ,N,HET,HET,,,2015,RS,u
RETZ_00537,RETZ_00537_u,RETZ_00537_01,RETZ,537,1,"13,50",01/2011,90,2,5,,,,,,,,2,1,,,,,,,,,,,,,,,,,100,HET,,,HET,,F,,M,FHETM,"22,5",4,,,70-99,HET,1,,,1,2008,RS,REGQ,,,,,,2015,"à faire par parquet, planter Chs en ptie",REG,REGQ,N,HET,HET,,,2013,RS,u
RETZ_00601,RETZ_00601_u,RETZ_00601_01,RETZ,601,1,"11,41",11/2010,,5,90,,,5,,,,,,,,,,,,,,,,,,,,,,,100,CHP,,,CHP,,F,,1,FCHP1,"16,0",3-,1990,20,0-24,,1,,,,,,AME,,,,,6,2015,,AME,AME1,,CHS,CHS,5,4/6,2015,A1,u
RETZ_00602,RETZ_00602_u,RETZ_00602_01,RETZ,602,1,"9,97",11/2010,,10,90,,,,,,,,,,,,,,,,,,,,,,,,,,100,CHP,,,CHP,,F,,1,FCHP1,"19,0",3+,1986,24,0-24,,1,,,,/,,AME,,,,602.2,4,2016,,AME,AME1,,CHS,CHS,5,4/6,2013,A1,u
RETZ_00602,RETZ_00602_u,RETZ_00602_02,RETZ,602,2,"10,98",11/2010,5,5,90,,,,,,,,,,,,,,,,,,,,,,,,,,100,CHP,,,CHP,,F,,P,FCHPP,"12,5",2,1983,27,25-34,,1,,,,2009,A1,AME,,,,602.1,6,2015,,AME,AME1,,CHS,CHS,5,6,2017,A2,u
RETZ_00603,RETZ_00603_u,RETZ_00603_01,RETZ,603,1,"7,94",11/2010,,,85,10,,5,,,,,,,,,,,,,,,,,,,,,,,100,CHP,,,CHP,,F,,1,FCHP1,"12,5",2,1993,17,0-24,,1,,,,,,AME,,,,603.2,6,2018,,AME,AME1,,CHS,CHS,5,6,2017,A1,u
RETZ_00603,RETZ_00603_u,RETZ_00603_02,RETZ,603,2,"1,47",05/2011,,,45,40,,,,,,,15,,,,,,,,,,,,,,,,,,100,FRE,CHP,,FRE,,F,,E,FFREE,"0,0",0,1997,13,0-24,,1,,,,,,AME,,,,603.1,6,2018,,AME,AME1,,CHP,CHP,,6,2017,A1,u
RETZ_00604,RETZ_00604_u,RETZ_00604_01,RETZ,604,1,"6,22",11/2010,40,15,25,10,,,,,,,10,,,,,,,,,,,,,,,,,,100,HET,CHP,,HET,,F,,M,FHETM,"21,0",4-,,,70-99,,1,,,,2006,A2,AME,,,,,6,2012,,AME,AME2,,HET,HET,,8,2014,A3,u
RETZ_00604,RETZ_00604_u,RETZ_00604_02,RETZ,604,2,"5,19",11/2010,15,20,50,5,,,,,,,10,,,,,,,,,,,,,,,,,,100,CHP,,,CHP,,F,,M,FCHPM,"22,5",4,,,70-99,,1,,,,2006,A2,AME,,,,,8,2014,,AME,AME2,,CHP,CHP,5,8,2014,A3,u
RETZ_00605,RETZ_00605_u,RETZ_00605_01,RETZ,605,1,"4,28",11/2010,30,5,10,35,,,,,,,20,,,,,,,,,,,,,,,,,,100,FRE,HET,,FRE,,F,,M,FFREM,"19,0",3+,,,70-99,,1,,,,2012,A3,AME,,,,,8,2014,,IRR,IRR1,,HET,HET,0,8,2020,JA,u
RETZ_00605,RETZ_00605_u,RETZ_00605_02,RETZ,605,2,"4,13",11/2010,40,5,10,20,,,,,,,25,,,,,,,,,,,,,,,,,,100,HET,CHA,FRE,HET,,F,,M,FHETM,"22,5",4,,,70-99,,1,,,,2012,A3,AME,,,,,8,2014,,IRR,IRR1,,HET,HET,,8,2020,JA,u
RETZ_00605,RETZ_00605_u,RETZ_00605_03,RETZ,605,3,"6,87",11/2010,25,,10,55,,,,,,,10,,,,,,,,,,,,,,,,,,100,FRE,HET,,FRE,,F,,G,FFREG,"24,0",4+,,,70-99,,1,,,,2012,A3,AME,,,,,8,2014,,IRR,IRR1,,HET,HET,,8,2020,JA,u
RETZ_00606,RETZ_00606_a,RETZ_00606_01,RETZ,606,1,"8,48",11/2011,60,,5,20,,,,,,,15,,,,,,,,,,,,,,,,,,100,HET,FRE,,HET,,F,,G-,FHETG-,"24,0",4+,,,70-99,,1,,,,2012,A3,AME,,,,,8,2015,,IRR,IRR1,,HET/FRE,HET,4,8,2020,JA,a
RETZ_00606,RETZ_00606_b,RETZ_00606_02,RETZ,606,2,"6,72",11/2011,35,,10,55,,,,,,,,,,,,,,,,,,,,,,,,,100,FRE,HET,,FRE,,F,,G-,FFREG-,"21,0",4-,,,70-99,,1,,,,2012,A3,AME,,,,,8,2015,forêt de ravin et aulnaies,HSN,HSN,,FRE,A.F,5,,/,,b
RETZ_00606,RETZ_00606_c,RETZ_00606_03,RETZ,606,3,"1,19",11/2011,,,85,,,,,,,,15,,,,,,,,,,,,,,,,,,100,CHP,,,CHP,,F,,M,FCHPM,"24,0",4+,,,70-99,,1,,,,2012,A3,AME,,,,,6,2013,,AME,AME2,,HET,HET,,8,2020,A3,c
RETZ_00607,RETZ_00607_u,RETZ_00607_01,RETZ,607,1,"15,60",9/2010,30,5,45,,,,,,,,20,,,,,,,,,,,,,,,,,,100,CHP,HET,CHA,CHP,,F,,M,FCHPM,"26,0",5-,,,70-99,,1,,,,2012,A3,AME,,,,,6,2014,,AME,AME2,,CHP,CHP,,8,2020,A3,u
RETZ_00607,RETZ_00607_u,RETZ_00607_02,RETZ,607,2,"1,66",9/2010,90,,,,,,,,,,,,,,,,,10,NOY,,,,,,,,,,100,HET,,,HET,,F,,E,FHETE,"0,0",0,1990,20,0-24,,1,,,,,,AME,,,,,6,2015,,AME,AME2,,HET/CHS,HET,6,5/8,2015,A1,u
RETZ_00608,RETZ_00608_u,RETZ_00608_01,RETZ,608,1,"13,88",11/2010,25,10,50,,,,,,,,15,,,,,,,,,,,,,,,,,,100,CHP,,,CHP,,F,,M,FCHPM,"26,0",5-,,,70-99,,1,,,,2008,A2,AME,,,,,8,2016,,AME,AME2,,CHS,CHS,6,8,2016,A3,u
RETZ_00609,RETZ_00609_u,RETZ_00609_01,RETZ,609,1,"12,18",05/2011,55,5,20,,,,,,,,20,,,,,,,,,,,,,,,,,,100,HET,CHE,CHA,HET,,F,,G+,FHETG+,"24,0",4+,,,100-129,HET,1,,,,2008,A4,REG1,,,,,8,2016,,REG,REGE,A,CHS,CHS,6,8,2016,A4,u
RETZ_00610,RETZ_00610_u,RETZ_00610_01,RETZ,610,1,"12,08",05/2011,25,15,40,5,,,,,,,15,,,,,,,,,,,,,,,,,,100,CHP,HET,,CHP,,F,,M,FCHPM,"19,0",3+,,,70-99,,1,,,1,2008,A2,AME,,,,610.2,6,2015,,AME,AME3,,CHS,CHS,6,8/10,2016,A3,u
RETZ_00610,RETZ_00610_u,RETZ_00610_02,RETZ,610,2,"3,29",05/2011,50,10,25,,,,,,,,15,,,,,,,,,,,,,,,,,,100,HET,CHE,,CHE,,F,,M,FHETM,"21,0",4-,,,100-129,,1,,,1,2008,A3,AME,,,,610.1,6,2015,,AME,AME3,,CHS,CHS,6,8/10,2016,A4,u
RETZ_00611,RETZ_00611_a,RETZ_00611_01,RETZ,611,1,"1,26",05/2011,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,100,CHS,,,CHS,,F,,E,FCHSE,"0,0",0,2001,9,0-24,,1,,,,,,AME,,,,,6,2025,,AME,AMEE,,CHS,CHS,6,,2031,A1,a
RETZ_00611,RETZ_00611_b,RETZ_00611_02,RETZ,611,2,"6,88",05/2011,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,100,PEU,,,PEU,,F,,P,FPEUP,"2,5",0,2000,10,0-24,,1,,,,,,REG2,,,,,,2025,"2020 RA de Raspalj sur 4 ha, I 214 en 2030",REG,REGS,A,CHS,CHS,6,,2020,RA,b
RETZ_00612,RETZ_00612_a,RETZ_00612_01,RETZ,612,1,"8,60",05/2011,,90,,5,,,5,,,,,,,,,,,,,,,,,,,,,,100,CHS,,,CHS,,F,,E,FCHSE,"0,0",0,2001,9,0-24,,1,,,,,,AME,,,,,6,2026,,AME,AMEE,,CHS,CHS,6,5,2025,A1,a
RETZ_00612,RETZ_00612_b,RETZ_00612_02,RETZ,612,2,"1,91",05/2011,5,,10,70,,,,,,,15,,,,,,,,,,,,,,,,,,100,FRE,,,FRE,,F,,M,FFREM,"21,0",4-,,,50-69,,1,,,,,,AME,,,,,,,,AME,AME1,,CHS,CHS,6,6,2013,A1,b
RETZ_00612,RETZ_00612_b,RETZ_00612_03,RETZ,612,3,"3,39",05/2011,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,HET,,,HET,,F,,M,FHETM,"26,0",5-,,,50-69,,1,,,,2007,A1,AME,,,,,6,2012,,AME,AME1,,HET/CHS,HET,6,6,2013,A2,b
RETZ_00612,RETZ_00612_a,RETZ_00612_04,RETZ,612,4,"1,03",05/2011,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,HET,,,HET,,F,,E,FHETE,"0,0",0,2001,9,0-24,,1,,,,,,AME,,,,,6,2024,,AME,AMEE,,HET/CHS,HET,6,5,2025,A1,a
RETZ_00613,RETZ_00613_u,RETZ_00613_01,RETZ,613,1,"13,34",05/2011,45,15,20,4,,1,,,,,15,,,,,,,,,,,,,,,,,,100,HET,CHE,,CHE,,F,,G-,FHETG-,"21,0",4-,,,100-129,,1,,,1,2011,A4,REG2,,,,,8,2019,,AME,AME3,,CHS,CHS,,10,2021,A4,u
RETZ_00614,RETZ_00614_u,RETZ_00614_01,RETZ,614,1,"16,35",05/2011,50,10,15,,,,,,,,25,,,,,,,,,,,,,,,,,,100,HET,CHE,CHA,CHE,,F,,G-,FHETG-,"21,0",4-,,,100-129,,1,,,1,2011,A3,REG2,,,,,8,2019,,AME,AME3,,CHS,CHS,,10,2021,A4,u
RETZ_00615,RETZ_00615_u,RETZ_00615_01,RETZ,615,1,"8,72",05/2011,5,15,65,,,,,,,,15,,,,,,,,,,,,,,,,,,100,CHP,,,CHP,,T,,P,TCHPP,"19,0",3+,,,35-49,,1,,,,2010,A1,AME,,,,,6,2016,,AME,AME1,,CHS,CHS,5,6,2014,A2,u
RETZ_00616,RETZ_00616_a,RETZ_00616_01,RETZ,616,1,"5,38",05/2011,20,15,35,,,,,,,,20,10,,,,,,,,,,,,,,,,,100,CHE,HET,CHA,CHE,,F,,P,FCHEP,"26,0",5-,,,35-49,,1,,,,2011,A1,AME,,,,,6,2017,,AME,AME1,,CHS,CHS,,6,2016,A2,a
RETZ_00616,RETZ_00616_b,RETZ_00616_02,RETZ,616,2,"9,85",05/2011,,,5,,,,,,,,35,35,,,25,,,,,,,,,,,,,,100,BOU,CHA,,BOU,,T,,P,TBOUP,"26,0",5-,,,35-49,,1,,,,2012,RA,AME,,,,,,,coupe rase avant plantation,AME,AMEJ,,CHS,CHS,,,/,,b
RETZ_00617,RETZ_00617_u,RETZ_00617_01,RETZ,617,1,"6,38",05/2011,65,5,15,,,,,,,,10,5,,,,,,,,,,,,,,,,,100,HET,CHE,,HET,,F,,P,FHETP,"24,0",4+,,,35-49,,1,,,,2012,A2,AME,,,,,6,2018,,AME,AME1,,HET,HET,5,6,2017,A3,u
RETZ_00617,RETZ_00617_u,RETZ_00617_02,RETZ,617,2,"9,95",05/2011,,30,50,5,,,,,,,10,5,,,,,,,,,,,,,,,,,100,CHS,CHP,,CHS,,F,,P,FCHSP,"21,0",4-,,,35-49,,1,,,,2010,A1,AME,,,,,6,2016,,AME,AME1,,CHS,CHS,5,6,2017,A2,u
RETZ_00617,RETZ_00617_u,RETZ_00617_03,RETZ,617,3,"2,86",05/2011,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,HET,,,HET,,F,,M,FHETM,"24,0",4+,,,50-69,,1,,,,2012,A2,AME,,,,,6,2018,,AME,AME1,,HET/CHP,HET,,6,2017,A3,u
RETZ_00618,RETZ_00618_u,RETZ_00618_01,RETZ,618,1,"19,14",05/2011,80,5,10,5,,,,,,,,,,,,,,,,,,,,,,,,,100,HET,,,HET,,F,,M,FHETM,"21,0",4-,,,35-49,,1,,,,2011,A1,AME,,,,,6,2017,,AME,AME1,,HET,HET,,6,2016,A2,u
RETZ_00619,RETZ_00619_a,RETZ_00619_01,RETZ,619,1,"5,67",4/07/2012,20,4,6,5,,1,,,,,,2,,,,,,,,,,,62,,,,,,100,EPC,HET,,HET,,F,,P,FEPCM,"27,5",5,,,35-49,,1,,,,2002,A1,AME,,,,,6,2013,Travail au profit des feuillus existants,AME,AME2,,HET,HET,,8,2013,A2,a
RETZ_00619,RETZ_00619_b,RETZ_00619_02,RETZ,619,2,"2,67",4/07/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,V,PCA,,VPCA,"0,0",NC,,,NC,,,,,,,,AUT,,,,,,,,HSN,HSN,,SANS,SANS,,,,,b
RETZ_00619,RETZ_00619_a,RETZ_00619_03,RETZ,619,3,"1,20",4/07/2012,,,,,,,,,,,,,,,,,,,,15,,,85,,,,,,100,EPC,,,EPC,,F,,M,FEPCM,"27,5",5,,,35-49,,1,,,,2002,A1,AME,,,,,6,2013,Eclaircie classique des résineux,AME,AME2,,HET,HET,0,8,2013,A2,a
RETZ_00619,RETZ_00619_c,RETZ_00619_04,RETZ,619,4,"1,42",4/07/2012,10,5,,60,,,,,,,,25,,,,,,,,,,,,,,,,,100,FRE,,,FRE,,F,,P,FFREM,"22,5",4,,,35-49,,,,,,,,AUT,,,,,,,UP à conserver traitement paysager,HSN,HSN,,HET,HET,0,,,,c
RETZ_00619,RETZ_00619_c,RETZ_00619_05,RETZ,619,5,"0,82",4/07/2012,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,100,EPC,,,EPC,,F,,P,FEPCM,"27,5",5,,,35-49,,,,,,2002,A1,AUT,,,,,,,UP à conserver traitement paysager,HSN,HSN,,HET,HET,,,,,c
RETZ_00619,RETZ_00619_d,RETZ_00619_06,RETZ,619,6,"1,76",4/07/2012,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,100,EPC,,,EPC,,F,,P,FEPCM,"29,0",5+,,,35-49,,1,EPC,,,2002,A1,REG1,,,,,,2013,Coupe rase pour plantation ,REG,REGS,A,CHS?,CHS,,,2013,RA,d
RETZ_00620,RETZ_00620_u,RETZ_00620_01,RETZ,620,1,"15,10",05/2011,80,5,5,,,,,,,,10,,,,,,,,,,,,,,,,,,100,HET,,,HET,,F,,G,FHETG,"26,0",5-,,,100-129,,1,,,1,2011,A5,REG1,,,,,8,2019,,REG,REGE,N,HET,HET,,,2019,A4,u
RETZ_00620,RETZ_00620_u,RETZ_00620_02,RETZ,620,2,"6,31",05/2011,80,5,5,,,,,,,,10,,,,,,,,,,,,,,,,,,100,HET,,,HET,,F,,G,FHETG,"26,0",5-,,,100-129,,1,,,1,2011,A5,REG1,,,,,8,2019,,REG,REGE,N,HET,HET,,,2019,A4,u
RETZ_00621,RETZ_00621_u,RETZ_00621_01,RETZ,621,1,"13,21",05/2011,40,15,25,,,,,,,,20,,,,,,,,,,,,,,,,,,100,HET,CHE,CHA,CHS,,F,,G,FHETG,"21,0",4-,,,100-129,,1,,,,2012,A4,REG1,,,,,8,2020,,REG,REGE,N,CHS,CHS,6,,2022,A4,u
RETZ_00622,RETZ_00622_u,RETZ_00622_01,RETZ,622,1,"11,47",05/2011,45,10,25,,,,,,,,20,,,,,,,,,,,,,,,,,,100,HET,CHE,CHA,HET,,F,,G-,FHETG-,"22,5",4,,,100-129,,1,,,1,2011,A4,REG2,,,,,8,2019,,AME,AME2,,HET/CHS,HET,5,8,2019,A4,u
RETZ_00623,RETZ_00623_a,RETZ_00623_01,RETZ,623,1,"2,21",05/2011,85,2,3,,,,,,,,5,5,,,,,,,,,,,,,,,,,100,HET,,,HET,,F,,P,FHETP,"21,0",4-,1972,38,35-49,,1,,,,2011,A1,AME,,,,,6,2017,,AME,AME1,,HET/CHS,HET,6,6,2016,A2,a
RETZ_00623,RETZ_00623_b,RETZ_00623_02,RETZ,623,2,"7,59",05/2011,35,15,25,,,,,,,,25,,,,,,,,,,,,,,,,,,100,CHE,HET,CHA,CHE,,F,,G-,FCHEG-,"24,0",4+,,,100-129,,1,,,1,2011,A3,REG2,,,,,8,2019,,AME,AME3,,CHS,CHS,5,10,2021,A4,b
RETZ_00624,RETZ_00624_u,RETZ_00624_01,RETZ,624,1,"10,58",05/2011,35,5,30,5,,,,,,,25,,,,,,,,,,,,,,,,,,100,CHP,HET,CHA,CHP,,F,,G-,FCHPG-,"24,0",4+,,,100-129,,1,,,,2011,A4,REG2,,,,,8,2019,,AME,AME3,,CHS,CHS,5,10,2021,A4,u
RETZ_00625,RETZ_00625_u,RETZ_00625_01,RETZ,625,1,"7,88",05/2011,50,2,3,,,,,,,,45,,,,,,,,,,,,,,,,,,100,HET,CHA,,HET,,F,,E,FHETE,"0,0",0,1995,15,0-24,,1,,,,,,AME,,,,,6,2020,,AME,AME1,,HET/CHS,HET,6,5/6,2020,A1,u
RETZ_00626,RETZ_00626_u,RETZ_00626_01,RETZ,626,1,"7,00",05/2011,50,,,,,,,,,,50,,,,,,,,,,,,,,,,,,100,HET,CHA,,HET,,F,,E,FHETE,"0,0",0,1995,15,0-24,,1,,,,,,AME,,,,626.2,6,2020,,AME,AME1,,HET/CHS,HET,6,5/6,2020,A1,u
RETZ_00626,RETZ_00626_u,RETZ_00626_02,RETZ,626,2,"4,15",05/2011,95,,,,,,,,,,5,,,,,,,,,,,,,,,,,,100,HET,,,HET,,F,,E,FHETE,"0,0",0,1995,15,0-24,,1,,,,,,AME,,,,626.1,6,2020,,AME,AME1,,HET/CHS,HET,,5/6,2020,A1,u
RETZ_00627,RETZ_00627_u,RETZ_00627_01,RETZ,627,1,"7,31",05/2011,45,5,15,10,,,,,,,25,,,,,,,,,,,,,,,,,,100,HET,CHA,,HET,,F,,E,FHETE,"0,0",0,1996,14,0-24,,1,,,,,,AME,,,,,6,2021,,AME,AME1,,HET,HET,5,5/6,2021,A1,u
RETZ_00628,RETZ_00628_a,RETZ_00628_01,RETZ,628,1,"1,35",05/2011,45,10,25,,,,,,,,20,,,,,,,,,,,,,,,,,,100,HET,CHE,CHA,HET,,F,,M,FHETM,"17,5",3,,,50-69,,1,,,,2009,A2,AME,,,,,8,2017,,AME,AME2,,HET,HET,5,8,2017,A3,a
RETZ_00628,RETZ_00628_b,RETZ_00628_02,RETZ,628,2,"4,78",05/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,R,RAS,,RRAS,"0,0",0,,,0-24,,1,,,,2009,RD,AME,,,,,,,Plantation CHS 2011/2012,AME,AMEJ,,HET,HET,5,,/,,b
RETZ_00628,RETZ_00628_c,RETZ_00628_03,RETZ,628,3,"0,31",05/2011,10,,,,,,,,,,50,40,,,,,,,,,,,,,,,,,100,CHA,,,CHA,,F,,E,FCHAE,"0,0",0,1995,15,0-24,,1,,,,,,AME,,,,,6,2020,bois énergie?,AME,AME1,,CHS,CHS,5,6,2020,A1,c
RETZ_00628,RETZ_00628_c,RETZ_00628_04,RETZ,628,4,"1,22",05/2011,5,2,3,25,,,,,,,20,45,,,,,,,,,,,,,,,,,100,BOU,FRE,,FRE,,F,,E,FBOUE,"0,0",0,1994,16,0-24,,1,,,,,,AME,,,,,6,2020,bois énergie?,AME,AME1,,CHS,CHS,5,6,2020,A1,c
RETZ_00628,RETZ_00628_b,RETZ_00628_05,RETZ,628,5,"0,99",05/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,R,RAS,,RRAS,"0,0",0,,,0-24,,1,,,,2009,RD,AME,,,,,,,Plantation CHS 2011/2012,AME,AMEJ,,HET,HET,5,,/,,b
RETZ_00629,RETZ_00629_a,RETZ_00629_01,RETZ,629,1,"12,44",05/2011,35,5,20,,,,,,,,40,,,,,,,,,,,,,,,,,,100,CHA,HET,CHE,HET,,F,,E,FHETE,"0,0",0,1998,12,0-24,,1,,,,,,AME,,,,,6,2024,,AME,AME1,,HET,HET,5,5/6,2023,A1,a
RETZ_00629,RETZ_00629_b,RETZ_00629_02,RETZ,629,2,"1,43",05/2011,40,10,30,,,,,,,,20,,,,,,,,,,,,,,,,,,100,CHE,HET,,CHE,,F,,G+,FCHEG+,"24,0",4+,,,130-159,CHA,1,,,1,,,AUT,,1,,,,,,AME,ILP,,HET,HET,5,10,2017,AS,b
RETZ_00630,RETZ_00630_a,RETZ_00630_01,RETZ,630,1,"8,94",05/2011,85,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,100,HET,,,HET,,F,,G,FHETG,"21,0",4-,,,100-129,HET,1,,,1,2007,A4,REG2,,,,,8,2015,qualité médiocre à transformer,REG,REGE,A,"CHS, DOU?",CHS,,10,2017,A4,a
RETZ_00630,RETZ_00630_b,RETZ_00630_02,RETZ,630,2,"7,00",05/2011,45,10,15,,,,,,,,25,5,,,,,,,,,,,,,,,,,100,HET,CHE,,CHE,,F,,G-,FHETG-,"21,0",4-,,,100-129,,1,,,,2007,A3,REG2,,,,,8,2015,qualité médiocre à transformer,AME,AME3,,"CHS, DOU?",CHS,5,10,2017,A4,b
RETZ_00631,RETZ_00631_u,RETZ_00631_01,RETZ,631,1,"17,25",05/2011,40,5,25,5,,,,,,,25,,,,,,,,,,,,,,,,,,100,HET,CHE,CHA,HET,,F,,G-,FHETG-,"21,0",4-,,,100-129,,1,,,,2007,A4,REG2,,,,,8,2015,,AME,AME2,,HET/CHS,HET,,8,2015,A4,u
RETZ_00632,RETZ_00632_u,RETZ_00632_01,RETZ,632,1,"1,34",05/2011,,,,50,,50,,,,,,,,,,,,,,,,,,,,,,,100,FRE,MER,,FRE,,F,,E,FFREE,"0,0",0,1996,14,0-24,,1,,,,,,AME,,,,,6,2020,,IRR,IRR1,,HET(ERS),HET,,8,2023,JA,u
RETZ_00632,RETZ_00632_u,RETZ_00632_02,RETZ,632,2,"12,08",05/2011,50,5,10,15,,,,,,,20,,,,,,,,,,,,,,,,,,100,HET,CHA,,HET,,F,,G-,FHETG-,"21,0",4-,,,100-129,,1,,,,2007,A4,REG2,,,,,8,2015,,IRR,IRR1,,HET(ERS),HET,,8,2015,JA,u
RETZ_00633,RETZ_00633_u,RETZ_00633_01,RETZ,633,1,"24,45",08/2010,40,7,10,15,,3,,,,,25,,,,,,,,,,,,,,,,,,100,HET,CHA,CHE,HET,,F,,G-,FHETG-,"19,0",3+,,,100-129,,1,,,,2008,A4,REG2,,,,,8,2016,,AME,AME2,,HET,HET,5,8,2016,A4,u
RETZ_00634,RETZ_00634_u,RETZ_00634_01,RETZ,634,1,"4,67",05/2011,,,10,60,,,30,,,,,,,,,,,,,,,,,,,,,,100,FRE,ERS,,FRE,,T,,M,TFREM,"24,0",4+,,,35-49,,1,,,,2011,A1,AME,,,,,6,2017,,AME,AME2,,HET,HET,,7,2018,A2,u
RETZ_00634,RETZ_00634_u,RETZ_00634_02,RETZ,634,2,"7,46",05/2011,70,,5,20,,,,,,,,5,,,,,,,,,,,,,,,,,100,HET,,,HET,,F,,M,FHETM,"21,0",4-,,,35-49,,1,,,,2011,A2,AME,,,,,8,2019,,AME,AME2,,HET,HET,,7,2018,A3,u
RETZ_00635,RETZ_00635_u,RETZ_00635_01,RETZ,635,1,"20,57",05/2011,10,15,40,15,,,,,,,10,10,,,,,,,,,,,,,,,,,100,CHE,FRE,,CHE,,F,,M,FCHEM,"21,0",4-,,,35-49,,1,,,,2009,A2,AME,,,,,4,2013,,AME,AME1,,CHP,CHP,,6,2015,A3,u
RETZ_00636,RETZ_00636_u,RETZ_00636_01,RETZ,636,1,"9,73",05/2011,30,,15,40,,,,,,,15,,,,,,,,,,,,,,,,,,100,FRE,HET,,FRE,,F,,G-,FFREG-,"24,0",4+,,,70-99,,1,,,,2010,A3,AME,,,,,8,2018,,REG,REGE,N,FRE,A.F,5,,2018,A4,u
RETZ_00637,RETZ_00637_u,RETZ_00637_01,RETZ,637,1,"17,20",05/2011,15,15,35,20,,,,,,,15,,,,,,,,,,,,,,,,,,100,CHE,FRE,,CHE,,F,,M,FCHEM,"19,0",3+,,,70-99,,1,,,,2010,A2,AME,,,,,6,2016,,AME,AME2,,CHS,CHS,5,8,2018,A3,u
RETZ_00638,RETZ_00638_u,RETZ_00638_01,RETZ,638,1,"15,81",05/2011,25,15,30,5,,,,,,,25,,,,,,,,,,,,,,,,,,100,CHE,CHA,HET,CHE,,F,,M,FCHEM,"21,0",4-,,,70-99,,1,,,,2007,A2,AME,,,,,6,2012,,AME,AME3,,CHS,CHS,5,10,2017,A3,u
RETZ_00639,RETZ_00639_u,RETZ_00639_01,RETZ,639,1,"4,30",05/2011,40,5,5,,,,,,,,45,5,,,,,,,,,,,,,,,,,100,CHA,HET,,HET,,F,,E,FCHAE,"0,0",0,1996,14,0-24,,1,,,,,,AME,,,,639.2/ 639.3,6,2021,,AME,AME1,,HET/CHS,HET,,5/6,2020,A1,u
